1.912,0.0306
1.963,0.0289
2.017,0.0293
2.077,0.0298
2.136,0.0275
2.2,0.0238
2.274,0.0203
2.361,0.0177
2.461,0.0167
2.567,0.0169
2.672,0.0155
2.786,0.0169
2.891,0.0176
2.992,0.0178
3.092,0.0156
3.206,0.0139
3.334,0.012
3.482,0.0109
3.646,0.0112
3.805,0.0115
3.96,0.0115
4.116,0.0121
4.264,0.0123
4.41,0.0111
4.572,0.0096
4.747,0.0079
4.928,0.0067
5.084,0.0051
5.184,0.00502420140768814
5.284,0.00494840281537629
5.384,0.00487260422306443
5.484,0.00479680563075257
5.584,0.00472100703844072
5.684,0.00464520844612886
5.784,0.004569409853817
5.884,0.00449361126150515
5.984,0.00441781266919329
6.084,0.00434201407688143
6.184,0.00426621548456958
6.284,0.00419041689225772
6.384,0.00411461829994586
6.48399999999999,0.00403881970763401
6.58399999999999,0.00396302111532215
6.68399999999999,0.00388722252301029
6.78399999999999,0.00381142393069844
6.88399999999999,0.00373562533838658
6.931,0.0037
7.031,0.00361666666666667
7.131,0.00353333333333333
7.231,0.00345
7.331,0.00336666666666667
7.411,0.0033
7.511,0.00336696428571429
7.611,0.00343392857142857
7.711,0.00350089285714286
7.811,0.00356785714285714
7.859,0.0036
7.959,0.00378918918918919
8.059,0.00397837837837838
8.159,0.00416756756756757
8.229,0.0043
8.329,0.00452082018927445
8.429,0.00474164037854889
8.529,0.00496246056782334
8.546,0.005
8.801,0.0062
9.018,0.0073
9.209,0.0083
9.381,0.0092
9.545,0.0097
9.709,0.0097
9.874,0.0096
10.046,0.0092
10.231,0.0085
10.423,0.0082
10.616,0.0082
10.798,0.0087
10.959,0.0098
11.092,0.0118
11.203,0.0142
11.296,0.0169
11.378,0.0192
11.458,0.0216
11.538,0.0245
11.609,0.0276
11.675,0.0296
11.737,0.0315
